0,989565757884027e-21,17262659889601677e-22,2283850730797741e-21,26788653056899614e-22,29250751266295335e-22,3034368092645846e-21,30170649398190604e-22,28825875461873536e-22,26395021797681897e-22,22954284221341633e-22,18570775580719862e-22,13309297309779812e-22,7235397756463617e-22,4129511681536685e-23,-7091725420795561e-22,-15209691359691392e-22,-23868185654108225e-22,-3299140397232958e-21,-4250274314363372e-21,-5232922010050694e-21,-62402341641298966e-22,-726549136694906e-20,-8302400336448431e-21,-9345265696896863e-21,-10388706820631861e-21,-11427330695296707e-21,-1245637941594229e-20,-1347130117105643e-20,-144677758866406e-19,-15442179717850372e-21,-16391319314515817e-21,-1731217483974697e-20,-18202305022210885e-21,-1905951381386923e-20,-1988193801101252e-20,-20667716369624615e-21,-21414608456900622e-21,-22121505209922813e-21,-227875032533009e-19,-23410714585176365e-21,-2398949737972717e-20,-24522778003911153e-21,-25009519453779938e-21,-2544938158933143e-20,-2584215857349827e-20,-26187155408286834e-21,-26483777453422834e-21,-2673273183426914e-20,-2693579642840938e-20,-2709422266257187e-20,-27207784664836804e-21,-2727566078579418e-20,-27297229401398295e-21,-27271666322753328e-21,-2719779013550652e-20,-2707488680625347e-20,-26903302186127768e-21,-26683775078788886e-21,-26416074323967244e-21,-26098222439429174e-21,-25729961893340837e-21,-25312988967445196e-21,-2484850127986807e-20,-24338092981629584e-21,-23783384176487354e-21,-2318440477159289e-20,-2254065610417181e-20,-21852625411455724e-21,-21121178302313845e-21,-20347294299641277e-21,-19532111301157708e-21,-18677003651171953e-21,-1778341380373756e-20,-1685286529474482e-20,-1588753972248683e-20,-14889789124080043e-21,-1386110495916226e-20,-12803537338827035e-21,-11720302917950527e-21,-10614818489049966e-21,-9492356133821684e-21,-8358949453843619e-21,-7221549847530038e-21,-6088563472501355e-21,-4969335692056926e-21,-3874936917286542e-21,-28173431921560168e-22,-1810250378852211e-21,-8693419914626046e-22,-11459192800615582e-24,7456556662537421e-22,13817710728270395e-22,18750304500738706e-22,22020786141399936e-22,23369379783196e-19,22495883770757172e-22,19018136915889866e-22,1242106797046239e-21,0
0,7547264465772335e-22,12248062226336321e-22,15102005692130229e-22,16152546144558332e-22,15518648775711364e-22,13305589803112798e-22,9608499786162512e-22,4517857664682676e-22,-1895587632159126e-22,-9556452091438344e-22,-1837931510301146e-21,-2830358881913427e-21,-3926559936157356e-21,-511989219119836e-20,-64019857573398675e-22,-776363926991922e-20,-9195775407626917e-21,-10689657281488472e-21,-12236518280903006e-21,-1382682105841087e-20,-1545017693981633e-20,-1709799219603395e-20,-18761777049016137e-21,-20433474059715178e-21,-2210542051717541e-20,-2376982497754304e-20,-2541988863150877e-20,-27048847799499707e-21,-28650299343439723e-21,-3021797732099944e-20,-31746140738041674e-21,-33230823247136265e-21,-346676960958548e-19,-3605274245670217e-20,-3738241616122575e-20,-38653199760452995e-21,-3986050072348972e-20,-41001935646470955e-21,-4207602246110745e-20,-43079254425986334e-21,-44008788977082596e-21,-4486256610287868e-20,-4563853702830821e-20,-4633564114528774e-20,-4695317470899059e-20,-4748957792369707e-20,-4794337118622381e-20,-4831434715923685e-20,-48602492354111535e-21,-4880586591234853e-20,-4893022686133027e-20,-4898010239098261e-20,-4895392918141551e-20,-4885139668816335e-20,-4867371044421467e-20,-48421655501256014e-21,-4809285064853925e-20,-4768586618927577e-20,-4720105470910256e-20,-4664673402697902e-20,-4602446287908345e-20,-45326487729415306e-21,-4455588604819938e-20,-4371430070228598e-20,-42796014011787134e-21,-4180362352804374e-20,-4073860606414007e-20,-3960301984887766e-20,-38398397882054886e-21,-3712753739790731e-20,-3579317933876182e-20,-34397924402283076e-21,-32944905667105406e-21,-3143687196228972e-20,-29877632613086084e-21,-2827189173652655e-20,-26622110095861495e-21,-24932319306374423e-21,-23208421371419994e-21,-21455339834651922e-21,-19680831898442983e-21,-17893256818766712e-21,-16102060248726126e-21,-14318156477390752e-21,-12552512066104503e-21,-10820056039294309e-21,-9135506505067577e-21,-7514843006033088e-21,-597589670981485e-20,-4537540256868914e-21,-32196069021103725e-22,-20442470584282875e-22,-10345293779890126e-22,-21440952449736448e-23,39022189123594054e-23,7502903858737362e-22,8293230650112605e-22,6184541102233512e-22,0
0,625343221551935e-21,9200088555528756e-22,9423875651010872e-22,7729543676583001e-22,41341444291887676e-23,-12728349269122883e-23,-8406863562850887e-22,-1718280087681983e-21,-27517607521684333e-22,-3935137228680423e-21,-5261251009263733e-21,-6719774039688096e-21,-8304243375261962e-21,-1000797483282289e-20,-11822685860852868e-21,-13737315923450248e-21,-15739577653968495e-21,-1781798412003318e-20,-19962132361220894e-21,-22161758651690138e-21,-24405365129064656e-21,-26679220914143888e-21,-2897315155929744e-20,-3127722270400512e-20,-3358126114279051e-20,-3587505032327272e-20,-3814925902033808e-20,-4039533014706514e-20,-4260497516585643e-20,-44770677327625844e-21,-4688415560449724e-20,-4893731560352305e-20,-50925884897069876e-21,-5284400671231043e-20,-5468658353129394e-20,-56448209806947734e-21,-58122863241419634e-21,-59706180181528674e-21,-611949363391105e-19,-6258520739208937e-20,-6387257071741528e-20,-6505394062826267e-20,-6612622580521343e-20,-670878004134798e-19,-6793717226242829e-20,-6867213858552977e-20,-6929029038963001e-20,-697915217334949e-19,-7017536273304485e-20,-7044027044059084e-20,-7058185950511143e-20,-7061024132393423e-20,-7053448357546269e-20,-7035385196098972e-20,-7006938723707876e-20,-6968190063338644e-20,-6919295608141368e-20,-6860024213246595e-20,-6790956304112925e-20,-6711644328690718e-20,-6622792876227816e-20,-6525520431242857e-20,-6418355944606585e-20,-6300125592210912e-20,-6171397087248081e-20,-60323755763479385e-21,-5883338704345052e-20,-572443628855253e-19,-5556092157824095e-20,-5378688006540137e-20,-5192581697542012e-20,-49982314798061936e-21,-4796051291517858e-20,-4586492779261001e-20,-4370179948817306e-20,-4147607065466266e-20,-3919269798388253e-20,-368578562479152e-19,-344784998074778e-19,-3206210156029537e-20,-29618517285396497e-21,-27159048352071443e-21,-24695353866543842e-21,-22239795698814182e-21,-19808842854442985e-21,-17419777116628315e-21,-15089978977777468e-21,-12837672172687171e-21,-10683660385015097e-21,-8650478665294374e-21,-6760058183628445e-21,-5036599161568498e-21,-3505083590956849e-21,-21903159379432996e-22,-11183411755952422e-22,-31695167355149333e-23,21544697201936448e-23,4171776636056364e-22,0
0,5176158398267984e-22,6777333665865268e-22,5178948793531715e-22,8160620501274868e-23,-5614029938421691e-22,-14101985006336864e-22,-24575226501879706e-22,-36956253979644774e-22,-51165030593053616e-22,-6711258522378868e-21,-847452058227412e-20,-10398590666621999e-21,-12470390793233258e-21,-14682593382599104e-21,-1702653772588449e-20,-1949169239107954e-20,-22063878116768517e-21,-24727716024004454e-21,-27469215765282293e-21,-30276105934715935e-21,-3313670800584783e-20,-3603737811636441e-20,-3896146036652166e-20,-4189744579147796e-20,-448334223567584e-19,-4775648812071497e-20,-5065519043556567e-20,-5351898361057303e-20,-56337820281480184e-21,-5910185507702775e-20,-6180226261904256e-20,-6442872425634363e-20,-6697145921806571e-20,-6942580512459984e-20,-7178460220171875e-20,-7404085602753257e-20,-7618716585896956e-20,-7821809215697925e-20,-8012797132900092e-20,-819107389897299e-19,-8356207644480735e-20,-8507729462286714e-20,-8645267766027032e-20,-8768549397636124e-20,-8877354639296292e-20,-8971370825012547e-20,-9050370004569615e-20,-911423684079178e-19,-9162963497994066e-20,-9196423669179606e-20,-9214421833140964e-20,-9216234438092673e-20,-9203522790433284e-20,-9177792633523016e-20,-9138590095544544e-20,-9085988561900823e-20,-9020463346979415e-20,-8943596362358568e-20,-8854273307476914e-20,-8751949419814042e-20,-8637044333966359e-20,-8510593670333994e-20,-8371886898757858e-20,-8219511307406393e-20,-8053727214861513e-20,-7874832791072689e-20,-7682923661964518e-20,-7478528984072049e-20,-7262081043018034e-20,-7034006266708414e-20,-679487859414703e-19,-654522325413019e-19,-6285621854632607e-20,-60168053161455466e-21,-5739364083016655e-20,-54541073753380605e-21,-5161736953058178e-20,-4862902984453307e-20,-4558530953571292e-20,-4249574984761016e-20,-39373192492657994e-21,-36230649315444325e-21,-33081154801433984e-21,-29943940208824703e-21,-26837391797786398e-21,-23781302826226648e-21,-20795524019209897e-21,-1790198435033789e-20,-15126004833684423e-21,-12492501392157839e-21,-100264136731465e-19,-775447455579493e-20,-5703414297645319e-21,-38994959789975364e-22,-23685513390342263e-22,-11048624928850921e-22,-1547797740900132e-22,2661682087745372e-22,0
0,4189734238065716e-22,4610124040248837e-22,15276157987520008e-23,-4806853500202419e-22,-14022113177140748e-22,-25501102134329127e-22,-3923005286704603e-21,-55140350078387546e-22,-7315619316893579e-21,-9319081582574358e-21,-11514415384730537e-21,-13896072561211863e-21,-16454893828216244e-21,-1917442502249851e-20,-220449090245079e-19,-2505520083645216e-20,-2819232446978449e-20,-3143910454153628e-20,-3477704617145618e-20,-3818959045761324e-20,-41662727846133694e-21,-4518346570771586e-20,-4873636900698452e-20,-52301862875768016e-21,-55866498665091604e-21,-5941637871542915e-20,-6293811811433938e-20,-6641881762472145e-20,-6984583472987461e-20,-7320768682040676e-20,-764932588598096e-19,-7969257440225332e-20,-8279400214707137e-20,-8578569286655548e-20,-8866258395009032e-20,-9141603362703703e-20,-9403711085409677e-20,-9651878471812175e-20,-9885474681221695e-20,-.0001010363098037761,-.00010305656676313558,-.00010491167346270959,-.00010659626326045828,-.00010810686715817964,-.00010944006239669504,-.00011059269574506403,-.00011156136875672458,-.0001123452175283359,-.00011294322866631282,-.00011335466026791608,-.00011357845749029287,-.00011361487601112138,-.00011345521341944209,-.0001131160205618014,-.00011261590257661594,-.00011195346068141784,-.00011114757349584848,-.00011019383955678096,-.00010909479672235897,-.00010785097078771262,-.00010645468050829005,-.00010487841949195996,-.00010314742114172564,-.00010128109847487965,-9925263808859046e-20,-9706172327592277e-20,-9471413277426289e-20,-9221425554176933e-20,-8956663799329608e-20,-8677757832945143e-20,-8385313487408793e-20,-8080009976892207e-20,-7762735051903973e-20,-7434074424542668e-20,-7095016038003138e-20,-6746617187551608e-20,-6389560690442573e-20,-6024726826921956e-20,-56532216975375384e-21,-5276267412656746e-20,-4895288792255125e-20,-45116757251521626e-21,-4127539792220452e-20,-3744961294667586e-20,-3365980513833865e-20,-29928455921375206e-21,-26279313621662295e-21,-22739801585054535e-21,-19337687690309894e-21,-1610116655183539e-20,-13058397234014307e-21,-10238827697730597e-21,-7671325744540623e-21,-538299046867304e-20,-33706117633460163e-22,-16726574740822177e-22,-47504746618035277e-23,12497507936312555e-23,0
0,32748233659756546e-23,2569314310234307e-22,-1873707529809084e-22,-9898613702065173e-22,-21294814345700306e-22,-3573034730983605e-21,-5265069530705247e-21,-7202467327184548e-21,-937838173477767e-20,-11784237960145567e-21,-14410241257370507e-21,-1724448775221022e-20,-20280252208373488e-21,-2350645005004649e-20,-2690168042998725e-20,-30453435222495336e-21,-3414803154263092e-20,-3797027696705147e-20,-4190013499659789e-20,-4591593715125022e-20,-4999891412236286e-20,-5413332016741666e-20,-5830502200635345e-20,-62496703254265e-18,-6668597159602627e-20,-7085860095085464e-20,-7500012740061518e-20,-7909492178419255e-20,-8312805430048431e-20,-8708558604542668e-20,-9095501039446074e-20,-9472408200503313e-20,-9838219441753317e-20,-.00010191576676789605,-.00010531140659020306,-.00010856359199575921,-.00011166147230592788,-.00011459664898383484,-.00011736127076602027,-.00011994636646155565,-.0001223424090100394,-.00012454249000175944,-.00012654236919938528,-.00012833684801544793,-.00012992239732064937,-.00013129443795304897,-.00013244965368608186,-.00013338609850320536,-.00013410304838400028,-.0001345988061545982,-.0001348767179493138,-.00013493764137767004,-.0001347749032161883,-.00013437480130875875,-.00013376328874812273,-.00013298640113353278,-.00013202871959407716,-.0001308905729896792,-.00012958594361359418,-.00012811730342823834,-.00012644426473644636,-.00012457189527452118,-.00012250120903132798,-.00012025415632530866,-.00011785070841335214,-.00011525889322942861,-.00011248219737245827,-.00010952492654401781,-.00010639348207613653,-.00010309429361585564,-9963454649985854e-20,-9602436929711315e-20,-9227007611932025e-20,-8838223153153405e-20,-8437282520512714e-20,-8025179333770637e-20,-760290586212969e-19,-7171529383142402e-20,-6732404641964242e-20,-6286835563433805e-20,-5836252703946101e-20,-5383001512701721e-20,-4929275672607006e-20,-4477290461235537e-20,-4029382762317472e-20,-35881790559583127e-21,-3156706492339299e-20,-2737900806783813e-20,-23349057060753837e-21,-19509134914569394e-21,-15890385933633367e-21,-12525162462536374e-21,-9444249738162347e-21,-6649302384289352e-21,-4178075276824254e-21,-21961597462636895e-22,-782507089459542e-21,-8353458245055415e-24,0
0,24270870611465337e-23,6272331302262933e-23,-5148091925133393e-22,-1477011739054107e-21,-2810958573434953e-21,-4497443225817495e-21,-65056544677515684e-22,-8784630884212573e-21,-11329239894069114e-21,-14131514958898188e-21,-17181548830705675e-21,-20467537086594416e-21,-2397473073191181e-20,-27694894613044194e-21,-3161366696478976e-20,-3570440623945264e-20,-39951854054204884e-21,-44340193315518635e-21,-48852217692667345e-21,-53465213264297935e-21,-58154564057367355e-21,-6289902639122407e-20,-6768109269098917e-20,-7248638986356508e-20,-7729729402475593e-20,-8208849380160478e-20,-8684448561465166e-20,-9154900334878272e-20,-9618460459255618e-20,-.00010073520014388697,-.00010518588647039088,-.00010952305189990914,-.0001137336228583695,-.00011780627782619215,-.00012172610124286672,-.0001254773952002608,-.00012905355786905074,-.00013244427986408084,-.00013564044341420295,-.00013863170788532163,-.00014140863982763454,-.00014396127959684553,-.00014628178938720123,-.00014836709973107499,-.00015021179090954782,-.0001518112608231578,-.00015316075451590302,-.0001542584070043492,-.00015510231951430939,-.00015569557523309544,-.00015603926139778738,-.00015612934059894311,-.00015596406406190828,-.00015554156460112308,-.0001548717200706658,-.00015396889845122047,-.00015286099675780495,-.0001515535281277857,-.0001500453804798457,-.00014830318284891615,-.0001463488612788643,-.00014417720748554667,-.00014178169862074595,-.000139157722505472,-.0001363341388065029,-.00013333983487927442,-.00013013237758013622,-.00012671717587470075,-.00012310050450511388,-.00011928942394815375,-.00011529492694472228,-.0001111231803840606,-.00010678596894209935,-.0001022956931703303,-9766311281989429e-20,-9290104173968191e-20,-8802129014773282e-20,-8303790667645149e-20,-7796517210665915e-20,-7281518572251597e-20,-6761312414122549e-20,-6238216816265481e-20,-57145113691166e-18,-51927004803718464e-21,-46754704435305227e-21,-416621585172947e-19,-3668071604434159e-20,-31843833816673056e-21,-2718662321695522e-20,-22744414370401152e-21,-18551795222138507e-21,-14643459446575493e-21,-11028166198870404e-21,-774573474099279e-20,-4949516861880004e-21,-2708423805013218e-21,-10802283966846283e-22,-13571137970960385e-23,0
0,16217938822498682e-23,-12200721641035038e-23,-8327016187456364e-22,-19534288298037496e-22,-3474434967655286e-21,-5383243906268453e-21,-7661215692020876e-21,-1027851885251562e-20,-13187896385084577e-21,-16381224096339665e-21,-19848979304087916e-21,-2357915920424906e-20,-27557099246498007e-21,-3176494638729995e-20,-3619177767512552e-20,-40819782696279035e-21,-4561711001375896e-20,-5056617478893146e-20,-55649471449495046e-21,-6084790589920451e-20,-6613606750939704e-20,-714858251612857e-19,-7687454124200926e-20,-8228554504849047e-20,-8770432018951229e-20,-9311051000235291e-20,-9847606064663592e-20,-.00010378426236030546,-.00010901751437530945,-.00011415728917025565,-.00011918646003700222,-.0001240888627344925,-.0001288505788406345,-.00013345767911768659,-.0001378982287249344,-.00014215526014035173,-.00014621026276480273,-.00015005837478875212,-.00015368869403417518,-.0001570896500269941,-.00016025026424847165,-.00016316105252762794,-.00016581128117765335,-.0001681936802881494,-.00017030548423093843,-.00017214016342837098,-.00017369290467491298,-.0001749603268194906,-.00017594590549318263,-.0001766497625967345,-.00017706634216297875,-.0001771940009750019,-.00017703551007809196,-.00017662069591231174,-.0001759264051771321,-.00017493054755717558,-.00017367951459963075,-.00017220484583186719,-.00017045280751955234,-.00016844438568610302,-.00016619252416202724,-.0001637079438729824,-.00016097758495092938,-.00015799665631274047,-.00015476422212430321,-.0001513098479050981,-.00014766969255457075,-.0001437947916379701,-.00013969076248180882,-.00013536892576522137,-.00013083475450722281,-.0001261008696803588,-.00012118042317285707,-.00011608392552795903,-.00011082496754596753,-.0001054182230402013,-9987843203941719e-20,-94220082569249e-18,-8845697262902395e-20,-826140492148195e-19,-7671480400920565e-20,-7078253612168441e-20,-6484251214628904e-20,-589232137315763e-19,-53060001037662676e-21,-47286898790438154e-21,-4163987284602473e-20,-3615562942750754e-20,-3087319644785706e-20,-25831345229404146e-21,-21067513646568526e-21,-16597321528905348e-21,-12464667001489276e-21,-881478081435532e-20,-5713590850537671e-21,-3213059241345267e-21,-13715609612803464e-22,-2592149387987584e-22,0
0,8675283511775913e-23,-30158447463950014e-23,-11406507957894043e-22,-24221196345805004e-22,-4129734478502522e-21,-62547829339843315e-22,-8784165394997905e-21,-1169847374877777e-20,-14968499070096418e-21,-1854913465872878e-20,-2242897383800921e-20,-2659627601664302e-20,-31036219948082966e-21,-3573120094884781e-20,-40658991211655394e-21,-4580602825781739e-20,-5115119595150459e-20,-5665792333820181e-20,-6230663357911984e-20,-6807799244456199e-20,-7395073452319225e-20,-7989753001471588e-20,-8588976879641884e-20,-9190410852885111e-20,-9792195897911015e-20,-.00010392726669389583,-.00010989882529961724,-.00011580575945516004,-.00012163042625321538,-.00012735444422894658,-.00013295813222600133,-.00013842345382283368,-.0001437338569750647,-.00014887457284128763,-.00015383097200631052,-.00015859001177935758,-.00016313211623365583,-.00016743885912746633,-.00017150600503800152,-.0001753199304945973,-.00017886849634408847,-.0001821410670843392,-.00018512770437076825,-.00018781794306073265,-.00019020429264944566,-.000192283279902727,-.00019404805361588668,-.00019550137269312256,-.0001966430140963593,-.00019746488391334056,-.00019796408158506606,-.00019814331169273208,-.00019803800610189863,-.00019762674004224174,-.00019690491938762977,-.00019588018352271374,-.00019452477044534837,-.00019282242870512242,-.0001908361780789414,-.0001885643999207099,-.0001860133693141555,-.0001831899537970418,-.0001801102815386745,-.00017676516251405945,-.00017314305036426108,-.00016924378864508242,-.00016510382520078595,-.00016076496910883916,-.00015617457200288419,-.00015133580412715427,-.00014626159937552907,-.00014096535081817023,-.00013545782342161585,-.00012975212205376224,-.00012386361526727505,-.0001178097957486051,-.0001116054509466449,-.00010526330640656467,-9881188668025514e-20,-9227473811520236e-20,-8567546284887522e-20,-7903893584033884e-20,-7239355559385904e-20,-6577686205223594e-20,-59223435693101286e-21,-527721230082231e-19,-46461600505378084e-21,-4033303793260139e-20,-3442853109381822e-20,-2879037790399985e-20,-23439011925047674e-21,-18422636505798105e-21,-13881307071247202e-21,-9880534736277236e-21,-6473535000917553e-21,-37138959276872494e-22,-16598875314546983e-22,-37830643933860217e-23,0
0,14324325651737091e-24,-4734143150184404e-22,-14442343507812276e-22,-2881207092767223e-21,-4779175386289329e-21,-7120118356978694e-21,-989523810565877e-20,-1308976383188279e-20,-16683159508462092e-21,-20645617999746578e-21,-2493360248894658e-20,-29531855038320903e-21,-34425875440286374e-21,-3959796413259228e-20,-4502647553877108e-20,-506847355906866e-19,-5655695943370284e-20,-6261923132560998e-20,-6883010519667074e-20,-751674732922012e-19,-8161145876192347e-20,-8814178006552034e-20,-9473000164672018e-20,-.00010134435988399757,-.00010795922819911694,-.00011455459114836648,-.00012111476636187231,-.00012761741780736226,-.00013402879781626876,-.00014033074124433106,-.00014650443316962977,-.00015252921580840125,-.00015838656037577516,-.00016405901146353266,-.00016953129313226748,-.00017478751343651594,-.00017981312235986147,-.00018458887689277542,-.00018909485535272897,-.00019332535086030126,-.00019726645467547861,-.0002009063850719589,-.00020423400040931152,-.000207240105538947,-.00020991353886539298,-.00021224544217185432,-.0002142396119084623,-.00021589420944625125,-.00021719931933128763,-.0002181498217651992,-.0002187474001270378,-.00021903212081025527,-.00021897843068510763,-.00021858165638075414,-.00021785722038892985,-.00021679799375829892,-.00021533183669361007,-.0002134570596445105,-.0002112252685629171,-.0002086874550949605,-.00020583216366285966,-.00020267052784202937,-.00019921742682724205,-.00019548534155099565,-.00019146469141715389,-.00018714356236378482,-.00018252076216056267,-.00017764391180459388,-.00017255770780529684,-.00016720113204006894,-.00016158606546457153,-.00015572295791338586,-.00014962481519252912,-.00014330660536331444,-.0001367862215920367,-.00013008083214581244,-.0001232025038894642,-.0001161805624632015,-.00010904045149906066,-.00010180535741021565,-945017148251613e-19,-8715814122459499e-20,-7981202537198107e-20,-724990171250999e-19,-652583459133866e-19,-5813127093990506e-20,-51161157690427224e-21,-4439171985976927e-20,-3786930464904284e-20,-3162072543785127e-20,-2569687668458963e-20,-20233221801280438e-21,-1529709010241759e-20,-10945188478982644e-21,-7232875717768591e-21,-4214389106357847e-21,-19428688037268276e-22,-4944211746827851e-22,0
